inc_id,off_id,off_gender2,off_race2,off_age,off_yos,off_cohort,inc_off_count,off_uof_count,inc_coh_homophily_ratio,off_race,off_gender
UF19-0253,3221,Male,Hispanic,26,1,122nd,3,6,.66666669,4,0
UF19-0256,3094,Male,Hispanic,25,2,120th,2,16,1,4,0
UF19-0256,3106,Male,Hispanic,28,2,120th,2,10,1,4,0
UF19-0258,3002,Male,Black,29,4,118th,2,5,0,3,0
UF19-0258,3168,Male,Hispanic,30,1,122nd,2,13,0,4,0
UF19-0261,3205,Male,Hispanic,31,1,122nd,2,20,1,4,0
UF19-0261,3234,Male,Hispanic,24,1,122nd,2,5,1,4,0
UF19-0263,2285,Male,Hispanic,45,16,102nd,2,11,0,4,0
UF19-0263,3126,Male,Hispanic,25,2,121st,2,26,0,4,0
UF19-0265,3030,Male,Hispanic,25,4,118th,3,16,0,4,0
UF19-0265,3162,Male,Hispanic,26,2,121st,3,4,0,4,0
UF19-0265,3359,Male,Hispanic,35,0,124th,3,3,0,4,0
UF19-0266,2937,Male,Hispanic,35,5,116th,2,1,0,4,0
UF19-0266,2855,Male,Hispanic,34,7,16th-Lateral,2,5,0,4,0
UF19-0267,2928,Male,White,28,5,116th,2,15,0,5,0
UF19-0267,2978,Male,Hispanic,29,5,117th,2,16,0,4,0
UF19-0269,2928,Male,White,28,5,116th,3,15,.66666669,5,0
UF19-0269,2978,Male,Hispanic,29,5,117th,3,16,.66666669,4,0
UF19-0269,2971,Male,Hispanic,42,5,117th,3,6,.66666669,4,0
UF19-0272,2877,Male,White,37,7,114th,3,5,0,5,0
UF19-0272,3129,Female,White,24,2,121st,3,14,0,5,1
UF19-0272,3200,Male,White,27,1,122nd,3,11,0,5,0
UF19-0273,2403,Male,Hispanic,44,14,104th,6,8,.66666669,4,0
UF19-0273,2877,Male,White,37,7,114th,6,5,.66666669,5,0
UF19-0273,2876,Male,Hispanic,30,7,114th,6,3,.66666669,4,0
UF19-0273,2892,Male,Hispanic,36,6,115th,6,8,.66666669,4,0
UF19-0273,3070,Male,Hispanic,28,3,119th,6,9,.66666669,4,0
UF19-0273,3076,Male,Hispanic,30,3,119th,6,8,.66666669,4,0
UF19-0274,2877,Male,White,37,7,114th,3,5,.66666669,5,0
UF19-0274,3223,Male,Hispanic,36,1,122nd,3,14,.66666669,4,0
UF19-0274,3200,Male,White,27,1,122nd,3,11,.66666669,5,0
UF19-0275,2942,Male,Hispanic,34,5,116th,3,5,0,4,0
UF19-0275,3113,Female,Hispanic,32,2,120th,3,3,0,4,1
UF19-0275,3224,Male,Hispanic,26,1,122nd,3,6,0,4,0
UF19-0277,2839,Male,Hispanic,38,8,113th,3,2,.66666669,4,0
UF19-0277,3215,Male,Hispanic,27,1,122nd,3,10,.66666669,4,0
UF19-0277,3224,Male,Hispanic,26,1,122nd,3,6,.66666669,4,0
UF19-0278,2953,Male,Hispanic,29,5,116th,2,7,0,4,0
UF19-0278,3199,Male,White,34,1,122nd,2,3,0,5,0
UF19-0279,2457,Male,Hispanic,45,13,105th,4,2,0,4,0
UF19-0279,2794,Male,Hispanic,48,10,112th,4,1,0,4,0
UF19-0279,3199,Male,White,34,1,122nd,4,3,0,5,0
UF19-0279,1829,Male,Hispanic,48,22,92nd,4,1,0,4,0
UF19-0283,1561,Male,White,48,25,86th,2,1,0,5,0
UF19-0283,1840,Male,White,47,22,93rd,2,5,0,5,0
UF19-0285,2876,Male,Hispanic,30,7,114th,2,3,0,4,0
UF19-0285,3200,Male,White,27,1,122nd,2,11,0,5,0
UF19-0286,2671,Male,Hispanic,41,11,109th,2,11,1,4,0
UF19-0286,2644,Male,Hispanic,42,11,109th,2,9,1,4,0
UF19-0288,2638,Male,Hispanic,33,12,109th,2,5,0,4,0
UF19-0288,2757,Male,Black,38,10,111th,2,2,0,3,0
UF19-0289,2505,Male,Hispanic,43,13,106th,2,12,0,4,0
UF19-0289,3234,Male,Hispanic,24,1,122nd,2,5,0,4,0
UF19-0290,2403,Male,Hispanic,44,14,104th,4,8,0,4,0
UF19-0290,2892,Male,Hispanic,36,6,115th,4,8,0,4,0
UF19-0290,3234,Male,Hispanic,24,1,122nd,4,5,0,4,0
UF19-0290,1600,Male,Hispanic,50,25,87th,4,11,0,4,0
UF19-0291,2575,Male,Hispanic,37,12,108th,2,3,0,4,0
UF19-0291,2881,Male,Hispanic,31,7,114th,2,8,0,4,0
UF19-0294,1478,Male,Hispanic,52,26,83rd,2,2,0,4,0
UF19-0294,2015,Male,Hispanic,44,20,97th,2,2,0,4,0
UF19-0295,2403,Male,Hispanic,44,14,104th,2,8,0,4,0
UF19-0295,3135,Female,White,25,2,121st,2,7,0,5,1
UF19-0297,3095,Male,Hispanic,39,2,120th,2,7,0,4,0
UF19-0297,3200,Male,White,27,1,122nd,2,11,0,5,0
UF19-0301,3102,Male,Hispanic,28,2,120th,2,14,0,4,0
UF19-0301,3238,Male,Hispanic,22,1,122nd,2,8,0,4,0
UF19-0302,2507,Male,Hispanic,42,13,106th,2,1,0,4,0
UF19-0302,2616,Male,Hispanic,36,12,109th,2,7,0,4,0
UF19-0303,2655,Male,Black,60,12,109th,4,5,0,3,0
UF19-0303,3042,Male,Hispanic,36,3,119th,4,13,0,4,0
UF19-0303,3127,Female,Hispanic,35,2,121st,4,4,0,4,1
UF19-0303,3222,Female,Hispanic,25,1,122nd,4,3,0,4,1
UF19-0306,2980,Female,Hispanic,39,5,117th,2,6,0,4,1
UF19-0306,3163,Male,Hispanic,31,2,121st,2,8,0,4,0
UF19-0307,2231,Male,Hispanic,43,17,101st,3,1,0,4,0
UF19-0307,2804,Male,Hispanic,52,10,112th,3,5,0,4,0
UF19-0307,2166,Male,Hispanic,56,18,99th,3,1,0,4,0
UF19-0308,2569,Male,Hispanic,41,12,108th,3,9,0,4,0
UF19-0308,2890,Male,Hispanic,29,6,115th,3,6,0,4,0
UF19-0308,2716,Male,Hispanic,46,11,11th Lateral,3,3,0,4,0
UF19-0309,3151,Male,Hispanic,31,2,121st,2,9,1,4,0
UF19-0309,3123,Male,Hispanic,25,2,121st,2,9,1,4,0
UF19-0310,3168,Male,Hispanic,31,1,122nd,2,13,0,4,0
UF19-0310,1613,Male,Asian/Pacific Islander,52,25,87th,2,1,0,2,0
UF19-0311,2595,Male,Hispanic,37,12,108th,2,4,0,4,0
UF19-0311,2750,Male,Hispanic,36,10,111th,2,2,0,4,0
UF19-0312,2892,Male,Hispanic,36,6,115th,3,8,.66666669,4,0
UF19-0312,3063,Male,Hispanic,31,3,119th,3,12,.66666669,4,0
UF19-0312,3070,Male,Hispanic,28,3,119th,3,9,.66666669,4,0
UF19-0313,2967,Male,Hispanic,30,5,117th,2,10,0,4,0
UF19-0313,3041,Male,Hispanic,25,3,119th,2,9,0,4,0
UF19-0314,2595,Male,Hispanic,37,12,108th,4,4,0,4,0
UF19-0314,2942,Male,Hispanic,34,5,116th,4,5,0,4,0
UF19-0314,3088,Male,White,33,2,120th,4,4,0,5,0
UF19-0314,1600,Male,Hispanic,50,25,87th,4,11,0,4,0
UF19-0316,2953,Male,Hispanic,30,5,116th,5,7,.40000001,4,0
UF19-0316,3136,Male,Hispanic,29,2,121st,5,6,.40000001,4,0
UF19-0316,3192,Male,Hispanic,25,1,122nd,5,2,.40000001,4,0
UF19-0316,3232,Male,Hispanic,35,1,122nd,5,11,.40000001,4,0
UF19-0316,2147,Male,Hispanic,45,18,99th,5,6,.40000001,4,0
UF19-0319,2870,Male,Hispanic,28,7,114th,4,4,0,4,0
UF19-0319,2921,Male,Hispanic,32,6,115th,4,10,0,4,0
UF19-0319,3070,Male,Hispanic,28,3,119th,4,9,0,4,0
UF19-0319,3095,Male,Hispanic,39,2,120th,4,7,0,4,0
UF19-0321,2239,Male,Hispanic,56,17,101st,2,9,0,4,0
UF19-0321,3048,Female,Hispanic,34,3,119th,2,12,0,4,1
UF19-0322,3095,Male,Hispanic,39,2,120th,4,7,.5,4,0
UF19-0322,3121,Male,Hispanic,29,2,121st,4,8,.5,4,0
UF19-0322,3126,Male,Hispanic,25,2,121st,4,26,.5,4,0
UF19-0322,3200,Male,White,27,1,122nd,4,11,.5,5,0
UF19-0324,2941,Male,White,35,5,116th,2,5,0,5,0
UF19-0324,3212,Male,Hispanic,27,1,122nd,2,5,0,4,0
UF19-0325,3198,Male,Hispanic,27,1,122nd,3,6,1,4,0
UF19-0325,3230,Male,Hispanic,23,1,122nd,3,12,1,4,0
UF19-0325,3218,Male,Hispanic,36,1,122nd,3,3,1,4,0
UF19-0326,3042,Male,Hispanic,36,3,119th,2,13,0,4,0
UF19-0326,2093,Male,White,44,19,97th,2,6,0,5,0
UF19-0327,2914,Male,Hispanic,32,6,115th,4,1,0,4,0
UF19-0327,3002,Male,Black,29,4,118th,4,5,0,3,0
UF19-0327,1756,Female,Hispanic,53,23,90th,4,1,0,4,1
UF19-0327,2069,Male,Hispanic,51,19,98th,4,2,0,4,0
UF19-0332,2398,Male,Hispanic,38,15,104th,3,1,0,4,0
UF19-0332,2638,Male,Hispanic,33,12,109th,3,5,0,4,0
UF19-0332,2757,Male,Black,39,11,111th,3,2,0,3,0
UF19-0333,3043,Male,White,26,3,119th,3,3,.66666669,5,0
UF19-0333,3238,Male,Hispanic,22,1,122nd,3,8,.66666669,4,0
UF19-0333,3230,Male,Hispanic,23,1,122nd,3,12,.66666669,4,0
UF19-0334,2432,Male,White,50,14,104th,2,1,0,5,0
UF19-0334,3029,Male,Hispanic,31,4,118th,2,5,0,4,0
UF19-0335,3019,Female,Hispanic,29,4,118th,2,2,0,4,1
UF19-0335,3077,Male,Hispanic,27,3,119th,2,2,0,4,0
UF19-0337,2320,Male,Hispanic,47,16,102nd,5,1,0,4,0
UF19-0337,2461,Male,White,41,14,105th,5,5,0,5,0
UF19-0337,3105,Male,Hispanic,29,2,120th,5,2,0,4,0
UF19-0337,3164,Male,Hispanic,28,2,121st,5,13,0,4,0
UF19-0337,1907,Male,Hispanic,50,21,95th,5,1,0,4,0
UF19-0339,2537,Male,White,38,13,107th,3,5,0,5,0
UF19-0339,3033,Male,Hispanic,33,4,118th,3,1,0,4,0
UF19-0339,1600,Male,Hispanic,50,25,87th,3,11,0,4,0
UF19-0340,3138,Male,Hispanic,30,2,121st,3,5,.66666669,4,0
UF19-0340,3158,Female,Hispanic,23,2,121st,3,6,.66666669,4,1
UF19-0340,3215,Male,Hispanic,27,1,122nd,3,10,.66666669,4,0
UF19-0343,1803,Male,Hispanic,46,23,91st,2,5,0,4,0
UF19-0343,2047,Female,Hispanic,50,20,97th,2,8,0,4,1
UF19-0344,2886,Female,Hispanic,31,6,115th,2,1,0,4,1
UF19-0344,2047,Female,Hispanic,50,20,97th,2,8,0,4,1
UF19-0346,3074,Male,Hispanic,24,3,119th,2,8,0,4,0
UF19-0346,3185,Male,Black,26,1,122nd,2,7,0,3,0
UF19-0347,2423,Male,Hispanic,41,14,104th,2,5,0,4,0
UF19-0347,3227,Male,Hispanic,24,1,122nd,2,5,0,4,0
UF19-0348,2285,Male,Hispanic,45,16,102nd,7,11,.42857143,4,0
UF19-0348,2772,Male,White,31,10,111th,7,4,.42857143,5,0
UF19-0348,3018,Male,Hispanic,34,4,118th,7,6,.42857143,4,0
UF19-0348,3135,Female,White,25,2,121st,7,7,.42857143,5,1
UF19-0348,3205,Male,Hispanic,31,1,122nd,7,20,.42857143,4,0
UF19-0348,3210,Male,White,29,1,122nd,7,4,.42857143,5,0
UF19-0348,3223,Male,Hispanic,36,1,122nd,7,14,.42857143,4,0
UF19-0350,2239,Male,Hispanic,56,17,101st,2,9,0,4,0
UF19-0350,3196,Male,Hispanic,31,1,122nd,2,11,0,4,0
UF19-0352,2505,Male,Hispanic,42,13,106th,2,12,0,4,0
UF19-0352,3063,Male,Hispanic,31,3,119th,2,12,0,4,0
UF19-0354,2995,Male,Hispanic,26,4,118th,3,7,0,4,0
UF19-0354,3043,Male,White,26,3,119th,3,3,0,5,0
UF19-0354,3145,Male,Hispanic,30,2,121st,3,10,0,4,0
UF19-0355,2893,Male,Hispanic,34,6,115th,4,2,0,4,0
UF19-0355,3149,Male,Hispanic,32,2,121st,4,4,0,4,0
UF19-0355,1025,Male,Hispanic,59,31,75th,4,2,0,4,0
UF19-0355,2156,Male,Hispanic,47,18,99th,4,2,0,4,0
UF19-0356,3088,Male,White,33,2,120th,2,4,0,5,0
UF19-0356,1600,Male,Hispanic,50,25,87th,2,11,0,4,0
UF19-0358,2671,Male,Hispanic,42,12,109th,3,11,.66666669,4,0
UF19-0358,3162,Male,Hispanic,26,2,121st,3,4,.66666669,4,0
UF19-0358,3156,Male,Hispanic,23,2,121st,3,8,.66666669,4,0
UF19-0359,3144,Male,Hispanic,25,2,121st,3,7,.66666669,4,0
UF19-0359,3143,Female,White,32,2,121st,3,2,.66666669,5,1
UF19-0359,2784,Male,Hispanic,44,10,13th Lateral,3,2,.66666669,4,0
UF19-0362,2201,Male,Hispanic,43,18,100th,2,1,0,4,0
UF19-0362,3032,Female,Hispanic,40,4,118th,2,6,0,4,1
UF19-0366,2412,Male,White,38,14,104th,4,1,0,5,0
UF19-0366,2727,Male,Hispanic,38,11,111th,4,1,0,4,0
UF19-0366,2930,Male,Hispanic,27,5,116th,4,1,0,4,0
UF19-0366,3086,Male,Hispanic,39,3,119th,4,1,0,4,0
UF19-0368,2216,Male,Hispanic,47,18,100th,2,4,0,4,0
UF19-0368,2250,Male,Hispanic,56,17,101st,2,2,0,4,0
UF19-0369,2980,Female,Hispanic,39,5,117th,3,6,0,4,1
UF19-0369,3051,Male,Hispanic,25,3,119th,3,6,0,4,0
UF19-0369,3163,Male,Hispanic,31,2,121st,3,8,0,4,0
UF19-0370,3124,Male,Hispanic,26,2,121st,3,13,0,4,0
UF19-0370,3232,Male,Hispanic,35,1,122nd,3,11,0,4,0
UF19-0370,2107,Male,Asian/Pacific Islander,52,19,98th,3,4,0,2,0
UF19-0371,3230,Male,Hispanic,23,1,122nd,2,12,1,4,0
UF19-0371,3198,Male,Hispanic,27,1,122nd,2,6,1,4,0
UF19-0372,2686,Male,Hispanic,37,11,110th,3,4,0,4,0
UF19-0372,2975,Male,Hispanic,27,5,117th,3,3,0,4,0
UF19-0372,3097,Male,White,29,2,120th,3,8,0,5,0
UF19-0373,2254,Male,Hispanic,51,17,101st,2,3,0,4,0
UF19-0373,2044,Female,Hispanic,59,20,97th,2,4,0,4,1
UF19-0374,3082,Male,Hispanic,31,3,119th,6,10,.83333331,4,0
UF19-0374,3060,Male,Alaskan Native/Native American,25,3,119th,6,11,.83333331,1,0
UF19-0374,3130,Female,White,28,2,121st,6,4,.83333331,5,1
UF19-0374,3179,Male,White,27,1,122nd,6,4,.83333331,5,0
UF19-0374,3168,Male,Hispanic,31,1,122nd,6,13,.83333331,4,0
UF19-0374,3173,Male,Hispanic,30,1,122nd,6,7,.83333331,4,0
UF19-0378,3054,Male,White,46,3,119th,2,5,0,5,0
UF19-0378,3193,Male,Hispanic,41,1,122nd,2,5,0,4,0
UF19-0380,3082,Male,Hispanic,30,3,119th,2,10,0,4,0
UF19-0380,1025,Male,Hispanic,59,31,75th,2,2,0,4,0
UF19-0381,2671,Male,Hispanic,42,12,109th,3,11,.66666669,4,0
UF19-0381,2670,Male,White,37,12,109th,3,19,.66666669,5,0
UF19-0381,3236,Female,Hispanic,30,1,122nd,3,5,.66666669,4,1
UF19-0382,2686,Male,Hispanic,37,11,110th,2,4,0,4,0
UF19-0382,3097,Male,White,29,2,120th,2,8,0,5,0
UF19-0383,3187,Male,Hispanic,26,1,122nd,2,6,1,4,0
UF19-0383,3227,Male,Hispanic,24,1,122nd,2,5,1,4,0
UF19-0384,3056,Male,Hispanic,28,3,119th,2,3,0,4,0
UF19-0384,3198,Male,Hispanic,27,1,122nd,2,6,0,4,0
UF19-0385,2670,Male,White,37,12,109th,2,19,0,5,0
UF19-0385,3123,Male,Hispanic,25,2,121st,2,9,0,4,0
UF19-0387,2274,Male,Hispanic,44,17,101st,2,2,0,4,0
UF19-0387,2716,Male,Hispanic,46,11,11th Lateral,2,3,0,4,0
UF19-0388,3128,Female,Hispanic,29,2,121st,3,4,.66666669,4,1
UF19-0388,3191,Male,Hispanic,28,1,122nd,3,6,.66666669,4,0
UF19-0388,3188,Male,Hispanic,28,1,122nd,3,6,.66666669,4,0
UF19-0390,3066,Female,Hispanic,35,3,119th,2,2,0,4,1
UF19-0390,2122,Male,Hispanic,41,18,98th,2,1,0,4,0
UF19-0391,2505,Male,Hispanic,42,13,106th,2,12,0,4,0
UF19-0391,3223,Male,Hispanic,36,1,122nd,2,14,0,4,0
UF19-0394,2986,Male,Hispanic,42,5,117th,2,5,0,4,0
UF19-0394,3048,Female,Hispanic,34,3,119th,2,12,0,4,1
UF19-0395,2246,Male,Hispanic,55,17,101st,2,2,0,4,0
UF19-0395,2809,Male,White,36,10,112th,2,4,0,5,0
UF19-0398,2957,Female,Hispanic,28,5,116th,2,2,0,4,1
UF19-0398,2855,Male,Hispanic,34,7,16th-Lateral,2,5,0,4,0
UF19-0400,3025,Male,Hispanic,27,4,118th,4,11,0,4,0
UF19-0400,3041,Male,Hispanic,25,3,119th,4,9,0,4,0
UF19-0400,3119,Male,White,24,2,120th,4,7,0,5,0
UF19-0400,3122,Male,Hispanic,30,2,121st,4,6,0,4,0
UF19-0401,2980,Female,Hispanic,39,5,117th,4,6,.5,4,1
UF19-0401,3163,Male,Hispanic,31,2,121st,4,8,.5,4,0
UF19-0401,3130,Female,White,28,2,121st,4,4,.5,5,1
UF19-0401,3208,Male,White,32,1,122nd,4,4,.5,5,0
UF19-0403,3151,Male,Hispanic,31,2,121st,2,9,1,4,0
UF19-0403,3123,Male,Hispanic,25,2,121st,2,9,1,4,0
UF19-0404,2616,Male,Hispanic,36,12,109th,4,7,.5,4,0
UF19-0404,3047,Male,Hispanic,27,3,119th,4,4,.5,4,0
UF19-0404,3094,Male,Hispanic,25,2,120th,4,16,.5,4,0
UF19-0404,3106,Male,Hispanic,28,2,120th,4,10,.5,4,0
UF19-0405,2300,Male,Hispanic,45,16,102nd,3,3,0,4,0
UF19-0405,2508,Male,Hispanic,38,13,106th,3,3,0,4,0
UF19-0405,3097,Male,White,29,2,120th,3,8,0,5,0
UF19-0407,3136,Male,Hispanic,29,2,121st,2,6,0,4,0
UF19-0407,2136,Male,Hispanic,46,18,99th,2,2,0,4,0
UF19-0408,2921,Male,Hispanic,32,6,115th,3,10,.66666669,4,0
UF19-0408,3150,Male,Hispanic,27,2,121st,3,11,.66666669,4,0
UF19-0408,3152,Male,Hispanic,28,2,121st,3,15,.66666669,4,0
UF19-0411,2974,Male,Hispanic,33,5,117th,2,9,0,4,0
UF19-0411,3114,Male,Hispanic,26,2,120th,2,6,0,4,0
UF19-0413,3057,Male,Hispanic,42,3,119th,2,1,0,4,0
UF19-0413,1817,Female,White,55,22,92nd,2,1,0,5,1
UF19-0415,2212,Male,Hispanic,50,18,100th,2,4,0,4,0
UF19-0415,1670,Male,White,50,24,88th,2,1,0,5,0
UF19-0416,2253,Female,Hispanic,48,17,101st,5,1,.40000001,4,1
UF19-0416,2506,Male,White,42,13,106th,5,1,.40000001,5,0
UF19-0416,2938,Male,Hispanic,47,5,116th,5,6,.40000001,4,0
UF19-0416,3170,Male,Hispanic,33,1,122nd,5,2,.40000001,4,0
UF19-0416,3222,Female,Hispanic,25,1,122nd,5,3,.40000001,4,1
UF19-0419,2942,Male,Hispanic,34,5,116th,5,5,.60000002,4,0
UF19-0419,3029,Male,Hispanic,30,4,118th,5,5,.60000002,4,0
UF19-0419,3171,Female,Hispanic,33,1,122nd,5,2,.60000002,4,1
UF19-0419,3177,Male,Hispanic,29,1,122nd,5,4,.60000002,4,0
UF19-0419,3224,Male,Hispanic,26,1,122nd,5,6,.60000002,4,0
UF19-0420,2520,Male,Hispanic,46,13,107th,2,2,0,4,0
UF19-0420,3102,Male,Hispanic,28,2,120th,2,14,0,4,0
UF19-0421,2956,Male,Hispanic,33,5,116th,2,2,0,4,0
UF19-0421,3125,Male,Hispanic,28,2,121st,2,5,0,4,0
UF19-0422,2239,Male,Hispanic,56,17,101st,3,9,0,4,0
UF19-0422,2910,Male,White,31,6,115th,3,9,0,5,0
UF19-0422,3181,Male,Hispanic,24,1,122nd,3,7,0,4,0
UF19-0425,3110,Male,Hispanic,28,2,120th,2,5,0,4,0
UF19-0425,1840,Male,White,47,22,93rd,2,5,0,5,0
UF19-0428,2644,Male,Hispanic,42,12,109th,2,9,0,4,0
UF19-0428,2938,Male,Hispanic,47,5,116th,2,6,0,4,0
UF19-0429,3229,Male,Hispanic,24,1,122nd,2,3,1,4,0
UF19-0429,3218,Male,Hispanic,36,1,122nd,2,3,1,4,0
UF19-0430,2921,Male,Hispanic,32,6,115th,2,10,0,4,0
UF19-0430,2944,Male,Hispanic,31,5,116th,2,4,0,4,0
UF19-0431,1478,Male,Hispanic,52,26,83rd,2,2,0,4,0
UF19-0431,1640,Male,Hispanic,54,25,87th,2,1,0,4,0
UF19-0433,2212,Male,Hispanic,50,18,100th,3,4,0,4,0
UF19-0433,3136,Male,Hispanic,29,2,121st,3,6,0,4,0
UF19-0433,3194,Male,Hispanic,26,1,122nd,3,3,0,4,0
UF19-0435,2963,Female,Hispanic,46,5,116th,5,2,1,4,1
UF19-0435,2962,Male,White,35,5,116th,5,8,1,5,0
UF19-0435,3168,Male,Hispanic,31,1,122nd,5,13,1,4,0
UF19-0435,3198,Male,Hispanic,28,1,122nd,5,6,1,4,0
UF19-0435,3229,Male,Hispanic,24,1,122nd,5,3,1,4,0
UF19-0437,2559,Male,Hispanic,36,12,108th,2,1,0,4,0
UF19-0437,1541,Male,Hispanic,49,26,85th,2,1,0,4,0
UF19-0438,2343,Male,Hispanic,40,16,102nd,2,1,0,4,0
UF19-0438,3053,Male,Hispanic,34,3,119th,2,8,0,4,0
UF19-0440,3060,Male,Alaskan Native/Native American,25,3,119th,4,11,.75,1,0
UF19-0440,3168,Male,Hispanic,31,1,122nd,4,13,.75,4,0
UF19-0440,3214,Male,Hispanic,29,1,122nd,4,3,.75,4,0
UF19-0440,3173,Male,Hispanic,30,1,122nd,4,7,.75,4,0
UF19-0443,2370,Male,White,43,15,103rd,3,2,0,5,0
UF19-0443,3013,Female,Hispanic,28,4,118th,3,2,0,4,1
UF19-0443,2039,Male,Hispanic,45,20,97th,3,3,0,4,0
UF19-0444,2644,Male,Hispanic,42,12,109th,2,9,0,4,0
UF19-0444,2093,Male,White,44,19,97th,2,6,0,5,0
UF19-0446,3106,Male,Hispanic,28,2,120th,2,10,1,4,0
UF19-0446,3094,Male,Hispanic,25,2,120th,2,16,1,4,0
UF19-0447,2239,Male,Hispanic,56,17,101st,2,9,0,4,0
UF19-0447,2910,Male,White,31,6,115th,2,9,0,5,0
UF19-0449,3160,Female,Hispanic,24,2,100th,3,8,0,4,1
UF19-0449,2967,Male,Hispanic,30,5,117th,3,10,0,4,0
UF19-0449,3156,Male,Hispanic,23,2,121st,3,8,0,4,0
UF19-0450,2910,Male,White,31,6,115th,4,9,.5,5,0
UF19-0450,3129,Female,White,25,2,121st,4,14,.5,5,1
UF19-0450,3205,Male,Hispanic,32,1,122nd,4,20,.5,4,0
UF19-0450,3223,Male,Hispanic,36,1,122nd,4,14,.5,4,0
UF19-0453,3129,Female,White,25,2,121st,3,14,.66666669,5,1
UF19-0453,3169,Male,Hispanic,27,1,122nd,3,4,.66666669,4,0
UF19-0453,3181,Male,Hispanic,24,1,122nd,3,7,.66666669,4,0
UF19-0455,2890,Male,Hispanic,29,6,115th,4,6,0,4,0
UF19-0455,2978,Male,Hispanic,29,5,117th,4,16,0,4,0
UF19-0455,2994,Male,Hispanic,40,4,118th,4,4,0,4,0
UF19-0455,3130,Female,White,28,2,121st,4,4,0,5,1
UF19-0456,3018,Male,Hispanic,34,4,118th,4,6,.5,4,0
UF19-0456,3234,Male,Hispanic,25,1,122nd,4,5,.5,4,0
UF19-0456,3205,Male,Hispanic,32,1,122nd,4,20,.5,4,0
UF19-0456,1888,Male,Hispanic,46,22,94th,4,1,.5,4,0
UF19-0458,2285,Male,Hispanic,45,16,102nd,2,11,0,4,0
UF19-0458,2505,Male,Hispanic,43,13,106th,2,12,0,4,0
UF19-0460,2222,Male,White,44,18,100th,2,4,0,5,0
UF19-0460,3155,Male,White,25,2,121st,2,6,0,5,0
UF19-0461,2239,Male,Hispanic,56,17,101st,2,9,0,4,0
UF19-0461,3070,Male,Hispanic,28,3,119th,2,9,0,4,0
UF19-0462,1952,Male,Hispanic,49,20,96th,2,3,0,4,0
UF19-0462,2097,Male,Hispanic,49,19,98th,2,5,0,4,0
UF19-0463,2582,Female,Hispanic,40,12,108th,4,1,0,4,1
UF19-0463,2643,Female,Black,41,12,109th,4,2,0,3,1
UF19-0463,1952,Male,Hispanic,49,20,96th,4,3,0,4,0
UF19-0463,2097,Male,Hispanic,49,19,98th,4,5,0,4,0
UF19-0466,3210,Male,White,29,1,122nd,3,4,1,5,0
UF19-0466,3205,Male,Hispanic,32,1,122nd,3,20,1,4,0
UF19-0466,3223,Male,Hispanic,36,1,122nd,3,14,1,4,0
UF19-0467,2173,Male,Hispanic,44,18,100th,6,4,.33333334,4,0
UF19-0467,2502,Male,Hispanic,40,13,106th,6,2,.33333334,4,0
UF19-0467,2730,Male,Hispanic,34,11,111th,6,3,.33333334,4,0
UF19-0467,3235,Male,Hispanic,26,1,122nd,6,5,.33333334,4,0
UF19-0467,3237,Male,Hispanic,28,1,122nd,6,6,.33333334,4,0
UF19-0467,2165,Male,Hispanic,41,18,99th,6,4,.33333334,4,0
UF19-0469,2285,Male,Hispanic,45,16,102nd,3,11,0,4,0
UF19-0469,2505,Male,Hispanic,43,13,106th,3,12,0,4,0
UF19-0469,3107,Female,White,28,2,120th,3,3,0,5,1
UF19-0471,2881,Male,Hispanic,31,7,114th,2,8,0,4,0
UF19-0471,3028,Male,White,26,4,118th,2,1,0,5,0
UF19-0473,2774,Male,Hispanic,40,11,111th,2,4,0,4,0
UF19-0473,3131,Female,Hispanic,31,2,121st,2,5,0,4,1
UF19-0475,2809,Male,White,36,10,112th,2,4,0,5,0
UF19-0475,3168,Male,Hispanic,31,1,122nd,2,13,0,4,0
UF19-0476,3122,Male,Hispanic,30,2,121st,3,6,.66666669,4,0
UF19-0476,3124,Male,Hispanic,26,2,121st,3,13,.66666669,4,0
UF19-0476,3232,Male,Hispanic,35,1,122nd,3,11,.66666669,4,0
UF19-0477,2730,Male,Hispanic,34,11,111th,2,3,0,4,0
UF19-0477,2972,Male,Hispanic,40,5,117th,2,3,0,4,0
UF19-0480,3150,Male,Hispanic,28,2,121st,2,11,1,4,0
UF19-0480,3152,Male,Hispanic,28,2,121st,2,15,1,4,0
UF19-0481,2220,Male,White,40,18,100th,3,3,0,5,0
UF19-0481,2696,Male,Hispanic,41,11,110th,3,2,0,4,0
UF19-0481,3205,Male,Hispanic,32,1,122nd,3,20,0,4,0
UF19-0485,2223,Male,Hispanic,48,18,100th,3,2,0,4,0
UF19-0485,3079,Male,Hispanic,32,3,119th,3,2,0,4,0
UF19-0485,1837,Male,Hispanic,50,22,93rd,3,3,0,4,0
UF19-0489,2239,Male,Hispanic,56,17,101st,2,9,0,4,0
UF19-0489,2986,Male,Hispanic,42,5,117th,2,5,0,4,0
UF19-0490,2213,Male,White,58,18,100th,2,1,0,5,0
UF19-0490,1273,Male,Hispanic,58,30,78th,2,1,0,4,0
UF19-0494,2353,Male,Hispanic,58,16,102nd,5,4,0,4,0
UF19-0494,3002,Male,Black,29,4,118th,5,5,0,3,0
UF19-0494,3060,Male,Alaskan Native/Native American,25,3,119th,5,11,0,1,0
UF19-0494,3132,Male,Hispanic,35,2,121st,5,1,0,4,0
